label,fpr,tpr,threshold
Atelectasis,0.0,0.0,1.8657508
Atelectasis,6.393453104021481e-05,0.0,0.86575085
Atelectasis,6.393453104021481e-05,0.0006009615384615385,0.6965403
Atelectasis,0.00012786906208042963,0.0006009615384615385,0.66714734
Atelectasis,0.00012786906208042963,0.002403846153846154,0.64564663
Atelectasis,0.00019180359312064447,0.002403846153846154,0.6450216
Atelectasis,0.00019180359312064447,0.0030048076923076925,0.6329909
Atelectasis,0.00025573812416085926,0.0030048076923076925,0.626928
Atelectasis,0.00025573812416085926,0.003605769230769231,0.61943567
Atelectasis,0.00044754171728150375,0.003605769230769231,0.6003817
Atelectasis,0.00044754171728150375,0.004807692307692308,0.57691073
Atelectasis,0.0005114762483217185,0.004807692307692308,0.57684714
Atelectasis,0.0005114762483217185,0.006009615384615385,0.5726526
Atelectasis,0.0007032798414423631,0.006009615384615385,0.56809086
Atelectasis,0.0007032798414423631,0.007211538461538462,0.5608092
Atelectasis,0.0008950834345630075,0.007211538461538462,0.5384573
Atelectasis,0.0008950834345630075,0.0078125,0.5384276
Atelectasis,0.001022952496643437,0.0078125,0.5259489
Atelectasis,0.001022952496643437,0.008413461538461538,0.52138036
Atelectasis,0.0011508215587238667,0.008413461538461538,0.51455337
Atelectasis,0.0011508215587238667,0.009615384615384616,0.5087583
Atelectasis,0.0014065596828847261,0.009615384615384616,0.50242835
Atelectasis,0.0014065596828847261,0.010216346153846154,0.49703002
Atelectasis,0.0015983632760053705,0.010216346153846154,0.4930219
Atelectasis,0.0015983632760053705,0.010817307692307692,0.48011765
Atelectasis,0.0016622978070455854,0.010817307692307692,0.4787622
Atelectasis,0.0016622978070455854,0.01141826923076923,0.47792017
Atelectasis,0.0017262323380858,0.01141826923076923,0.4769886
Atelectasis,0.0017262323380858,0.01201923076923077,0.47693622
Atelectasis,0.001790166869126015,0.01201923076923077,0.47492763
Atelectasis,0.001790166869126015,0.013221153846153846,0.4689791
Atelectasis,0.002045904993286874,0.013221153846153846,0.46034
Atelectasis,0.002045904993286874,0.013822115384615384,0.4594429
Atelectasis,0.002173774055367304,0.013822115384615384,0.45687556
Atelectasis,0.002173774055367304,0.014423076923076924,0.4560481
Atelectasis,0.0022377085864075186,0.014423076923076924,0.45595506
Atelectasis,0.0022377085864075186,0.015024038461538462,0.45408288
Atelectasis,0.0023655776484879485,0.015024038461538462,0.45225868
Atelectasis,0.0023655776484879485,0.01622596153846154,0.4464459
Atelectasis,0.002429512179528163,0.01622596153846154,0.44517383
Atelectasis,0.002429512179528163,0.016826923076923076,0.44452682
Atelectasis,0.002493446710568378,0.016826923076923076,0.44143
