label,fpr,tpr,threshold
Atelectasis,0.0,0.0,1.3904973
Atelectasis,0.0005485463521667581,0.0,0.39049736
Atelectasis,0.0038398244651673065,0.0,0.3334939
Atelectasis,0.0038398244651673065,0.005649717514124294,0.3331982
Atelectasis,0.01151947339550192,0.005649717514124294,0.29138187
Atelectasis,0.01151947339550192,0.01694915254237288,0.28977412
Atelectasis,0.012616566099835436,0.01694915254237288,0.2887111
Atelectasis,0.012616566099835436,0.022598870056497175,0.28277883
Atelectasis,0.013713658804168952,0.022598870056497175,0.28028595
Atelectasis,0.013713658804168952,0.03389830508474576,0.2785521
Atelectasis,0.01755348326933626,0.03389830508474576,0.273255
Atelectasis,0.01755348326933626,0.03954802259887006,0.27131385
Atelectasis,0.018102029621503018,0.03954802259887006,0.2706574
Atelectasis,0.018102029621503018,0.04519774011299435,0.2690626
Atelectasis,0.019199122325836534,0.04519774011299435,0.26570612
Atelectasis,0.019199122325836534,0.05084745762711865,0.2650181
Atelectasis,0.019747668678003292,0.05084745762711865,0.26447645
Atelectasis,0.019747668678003292,0.05649717514124294,0.26428646
Atelectasis,0.022490400438837082,0.05649717514124294,0.26150253
Atelectasis,0.022490400438837082,0.062146892655367235,0.26139778
Atelectasis,0.02578167855183763,0.062146892655367235,0.25630897
Atelectasis,0.02578167855183763,0.06779661016949153,0.25576848
Atelectasis,0.030170049369171694,0.06779661016949153,0.2532161
Atelectasis,0.030170049369171694,0.07344632768361582,0.2530138
Atelectasis,0.033461327482172246,0.07344632768361582,0.24982132
Atelectasis,0.033461327482172246,0.07909604519774012,0.24961579
Atelectasis,0.034009873834339004,0.07909604519774012,0.24932389
Atelectasis,0.034009873834339004,0.0847457627118644,0.24928474
Atelectasis,0.036204059243006036,0.0847457627118644,0.24783444
Atelectasis,0.036204059243006036,0.0903954802259887,0.24729738
Atelectasis,0.04004388370817334,0.0903954802259887,0.24510045
Atelectasis,0.04004388370817334,0.1016949152542373,0.24357206
Atelectasis,0.044432254525507406,0.1016949152542373,0.23977377
Atelectasis,0.044432254525507406,0.10734463276836158,0.23944743
Atelectasis,0.04827207899067471,0.10734463276836158,0.2370537
Atelectasis,0.04827207899067471,0.11299435028248588,0.23696719
Atelectasis,0.049917718047174986,0.11299435028248588,0.23572344
Atelectasis,0.049917718047174986,0.11864406779661017,0.23513351
Atelectasis,0.05211190345584202,0.11864406779661017,0.2321926
Atelectasis,0.05211190345584202,0.12429378531073447,0.23196611
Atelectasis,0.05650027427317608,0.12429378531073447,0.22985737
