label,fpr,tpr,threshold
Atelectasis,0.0,0.0,1.9154056
Atelectasis,0.0,0.0006009615384615385,0.91540563
Atelectasis,6.393453104021481e-05,0.0006009615384615385,0.87095875
Atelectasis,6.393453104021481e-05,0.0018028846153846155,0.8536779
Atelectasis,0.00012786906208042963,0.0018028846153846155,0.8487532
Atelectasis,0.00012786906208042963,0.002403846153846154,0.84086853
Atelectasis,0.00019180359312064447,0.002403846153846154,0.83543384
Atelectasis,0.00019180359312064447,0.006009615384615385,0.7976247
Atelectasis,0.00025573812416085926,0.006009615384615385,0.7935081
Atelectasis,0.00025573812416085926,0.007211538461538462,0.7890445
Atelectasis,0.0003196726552010741,0.007211538461538462,0.7840949
Atelectasis,0.0003196726552010741,0.0078125,0.77544856
Atelectasis,0.00038360718624128894,0.0078125,0.7747805
Atelectasis,0.00038360718624128894,0.009615384615384616,0.77110577
Atelectasis,0.00044754171728150375,0.009615384615384616,0.76231784
Atelectasis,0.00044754171728150375,0.013221153846153846,0.7315367
Atelectasis,0.0005114762483217185,0.013221153846153846,0.72894317
Atelectasis,0.0005114762483217185,0.018028846153846152,0.72161686
Atelectasis,0.0005754107793619333,0.018028846153846152,0.719092
Atelectasis,0.0005754107793619333,0.019230769230769232,0.71106845
Atelectasis,0.0007032798414423631,0.019230769230769232,0.69736403
Atelectasis,0.0007032798414423631,0.021033653846153848,0.6884675
Atelectasis,0.0007672143724825779,0.021033653846153848,0.685687
Atelectasis,0.0007672143724825779,0.022235576923076924,0.6786377
Atelectasis,0.0008950834345630075,0.022235576923076924,0.6744113
Atelectasis,0.0008950834345630075,0.025240384615384616,0.6602622
Atelectasis,0.0009590179656032223,0.025240384615384616,0.65632397
Atelectasis,0.0009590179656032223,0.025841346153846152,0.65629685
Atelectasis,0.001086887027683652,0.025841346153846152,0.65591425
Atelectasis,0.001086887027683652,0.027043269230769232,0.6533978
Atelectasis,0.0011508215587238667,0.027043269230769232,0.65286046
Atelectasis,0.0011508215587238667,0.03064903846153846,0.64205235
Atelectasis,0.0012147560897640816,0.03064903846153846,0.63790894
Atelectasis,0.0012147560897640816,0.03125,0.63452286
Atelectasis,0.0012786906208042965,0.03125,0.6289777
Atelectasis,0.0012786906208042965,0.03245192307692308,0.62453127
Atelectasis,0.0013426251518445112,0.03245192307692308,0.623991
Atelectasis,0.0013426251518445112,0.03365384615384615,0.61105883
Atelectasis,0.0016622978070455854,0.03365384615384615,0.60545903
Atelectasis,0.0016622978070455854,0.03485576923076923,0.6015096
Atelectasis,0.0017262323380858,0.03485576923076923,0.5980393
Atelectasis,0.0017262323380858,0.036057692307692304,0.5963627
Atelectasis,0.001790166869126015,0.036057692307692304,0.5960443
Atelectasis,0.001790166869126015,0.03665865384615385,0.5928873
Atelectasis,0.0018541014001662297,0.03665865384615385,0.58911407
Atelectasis,0.0018541014001662297,0.037259615384615384,0.58858955
Atelectasis,0.0019180359312064446,0.037259615384615384,0.58780676
Atelectasis,0.0019180359312064446,0.04146634615384615,0.5757849
Atelectasis,0.0019819704622466594,0.04146634615384615,0.57483304
Atelectasis,0.0019819704622466594,0.04266826923076923,0.57368463
Atelectasis,0.002045904993286874,0.04266826923076923,0.57363635
Atelectasis,0.002045904993286874,0.04326923076923077,0.57215935
Atelectasis,0.002109839524327089,0.04326923076923077,0.5709337
Atelectasis,0.002109839524327089,0.043870192307692304,0.5702519
Atelectasis,0.002173774055367304,0.043870192307692304,0.57009774
Atelectasis,0.002173774055367304,0.045072115384615384,0.56771106
Atelectasis,0.0022377085864075186,0.045072115384615384,0.567166
Atelectasis,0.0022377085864075186,0.04567307692307692,0.5636268
Atelectasis,0.002429512179528163,0.04567307692307692,0.5621857
Atelectasis,0.002429512179528163,0.046875,0.5592063
Atelectasis,0.002493446710568378,0.046875,0.5559802
Atelectasis,0.002493446710568378,0.047475961538461536,0.55091184
Atelectasis,0.002557381241608593,0.047475961538461536,0.55061233
Atelectasis,0.002557381241608593,0.05108173076923077,0.54113495
Atelectasis,0.0026852503036890224,0.05108173076923077,0.5378223
Atelectasis,0.0026852503036890224,0.05228365384615385,0.53519845
Atelectasis,0.002749184834729237,0.05228365384615385,0.534574
Atelectasis,0.002749184834729237,0.052884615384615384,0.5341226
Atelectasis,0.0028131193657694523,0.052884615384615384,0.5332074
Atelectasis,0.0028131193657694523,0.05348557692307692,0.53213793
Atelectasis,0.0030688574899303115,0.05348557692307692,0.52937245
Atelectasis,0.0030688574899303115,0.05588942307692308,0.5260037
Atelectasis,0.0033885301451313855,0.05588942307692308,0.5202
Atelectasis,0.0033885301451313855,0.05829326923076923,0.5121601
Atelectasis,0.0034524646761716,0.05829326923076923,0.51009446
Atelectasis,0.0034524646761716,0.05889423076923077,0.50833285
Atelectasis,0.003516399207211815,0.05889423076923077,0.50830394
Atelectasis,0.003516399207211815,0.060697115384615384,0.5072126
Atelectasis,0.00358033373825203,0.060697115384615384,0.50617874
Atelectasis,0.00358033373825203,0.061899038461538464,0.50604767
Atelectasis,0.0036442682692922447,0.061899038461538464,0.50558615
Atelectasis,0.0036442682692922447,0.0625,0.50348294
Atelectasis,0.0037082028003324594,0.0625,0.5028658
Atelectasis,0.0037082028003324594,0.06310096153846154,0.50259674
Atelectasis,0.003900006393453104,0.06310096153846154,0.4990798
Atelectasis,0.003900006393453104,0.0655048076923077,0.49687138
Atelectasis,0.004219679048654178,0.0655048076923077,0.49340537
Atelectasis,0.004219679048654178,0.06610576923076923,0.49159515
Atelectasis,0.004347548110734608,0.06610576923076923,0.48739907
Atelectasis,0.004347548110734608,0.06670673076923077,0.48604766
Atelectasis,0.004411482641774823,0.06670673076923077,0.4858367
Atelectasis,0.004411482641774823,0.06790865384615384,0.4849097
Atelectasis,0.004475417172815037,0.06790865384615384,0.48340282
Atelectasis,0.004475417172815037,0.06911057692307693,0.47985432
Atelectasis,0.004603286234895467,0.06911057692307693,0.47777075
Atelectasis,0.004603286234895467,0.0703125,0.477426
Atelectasis,0.004859024359056326,0.0703125,0.47314942
Atelectasis,0.004859024359056326,0.07151442307692307,0.46682125
Atelectasis,0.005114762483217186,0.07151442307692307,0.46546265
Atelectasis,0.005114762483217186,0.07271634615384616,0.4634337
Atelectasis,0.00530656607633783,0.07271634615384616,0.45889762
Atelectasis,0.00530656607633783,0.0751201923076923,0.456639
Atelectasis,0.005370500607378045,0.0751201923076923,0.45642185
Atelectasis,0.005370500607378045,0.07692307692307693,0.45200607
Atelectasis,0.005498369669458474,0.07692307692307693,0.44989368
Atelectasis,0.005498369669458474,0.07752403846153846,0.44985393
Atelectasis,0.0056262387315389045,0.07752403846153846,0.44880688
Atelectasis,0.0056262387315389045,0.078125,0.44816926
Atelectasis,0.005690173262579119,0.078125,0.44812903
Atelectasis,0.005690173262579119,0.07872596153846154,0.44809213
Atelectasis,0.005818042324659548,0.07872596153846154,0.44736448
Atelectasis,0.005818042324659548,0.07992788461538461,0.4451265
Atelectasis,0.005881976855699763,0.07992788461538461,0.44349667
Atelectasis,0.005881976855699763,0.0811298076923077,0.44102955
Atelectasis,0.006137714979860623,0.0811298076923077,0.43730077
Atelectasis,0.006137714979860623,0.08173076923076923,0.43707484
Atelectasis,0.006201649510900837,0.08173076923076923,0.43661144
Atelectasis,0.006201649510900837,0.08473557692307693,0.43404007
Atelectasis,0.0062655840419410525,0.08473557692307693,0.4339356
Atelectasis,0.0062655840419410525,0.08533653846153846,0.43310803
Atelectasis,0.006329518572981268,0.08533653846153846,0.43270832
Atelectasis,0.006329518572981268,0.08713942307692307,0.43139213
Atelectasis,0.006457387635061697,0.08713942307692307,0.4306849
Atelectasis,0.006457387635061697,0.09134615384615384,0.4236711
Atelectasis,0.006521322166101911,0.09134615384615384,0.42354745
Atelectasis,0.006521322166101911,0.09194711538461539,0.42279842
Atelectasis,0.006585256697142126,0.09194711538461539,0.42202425
Atelectasis,0.006585256697142126,0.09314903846153846,0.42187366
Atelectasis,0.0066491912281823416,0.09314903846153846,0.4212543
Atelectasis,0.0066491912281823416,0.09375,0.42116737
Atelectasis,0.006713125759222556,0.09375,0.4207173
Atelectasis,0.006713125759222556,0.09615384615384616,0.41944215
Atelectasis,0.006777060290262771,0.09615384615384616,0.41942865
Atelectasis,0.006777060290262771,0.09975961538461539,0.41518012
Atelectasis,0.006840994821302986,0.09975961538461539,0.414803
Atelectasis,0.006840994821302986,0.10216346153846154,0.41415456
Atelectasis,0.00716066747650406,0.10216346153846154,0.41149384
Atelectasis,0.00716066747650406,0.10396634615384616,0.4097109
Atelectasis,0.007224602007544274,0.10396634615384616,0.4092311
Atelectasis,0.007224602007544274,0.1045673076923077,0.40922087
Atelectasis,0.007416405600664919,0.1045673076923077,0.40783834
Atelectasis,0.007416405600664919,0.10576923076923077,0.40762994
Atelectasis,0.0076082091937855634,0.10576923076923077,0.40689227
Atelectasis,0.0076082091937855634,0.10757211538461539,0.40536678
Atelectasis,0.007736078255865993,0.10757211538461539,0.4052012
Atelectasis,0.007736078255865993,0.10817307692307693,0.40515482
Atelectasis,0.007800012786906208,0.10817307692307693,0.40474388
Atelectasis,0.007800012786906208,0.11057692307692307,0.40369248
Atelectasis,0.007927881848986637,0.11057692307692307,0.40182525
Atelectasis,0.007927881848986637,0.11177884615384616,0.40143862
Atelectasis,0.007991816380026853,0.11177884615384616,0.4010917
Atelectasis,0.007991816380026853,0.1123798076923077,0.40065777
Atelectasis,0.008311489035227927,0.1123798076923077,0.3998971
Atelectasis,0.008311489035227927,0.11298076923076923,0.39720932
Atelectasis,0.008439358097308357,0.11298076923076923,0.39652544
